FromLevel;FromCode;FromName_da;FromName_en;FromProperty_PropertyName;ToLevel;ToCode;ToName_da;ToName_en;ToProperty_PropertyName
2;SfB40.3;Veje, parkeringsarealer, belægninger;Roads, parkings areas, pavements;;;tk.bel;Belægninger;;
2;SfB40.4;Opholdsarealer, belægninger;Open spaces, pavements;;;tk.bel;Belægninger;;
2;SfB40.5;Sports- og havearealer, belægninger;Sports and green areas, pavements;;;tk.bel;Belægninger;;
2;SfB40.6;Trapper og ramper i terræn, overflader;Stairs and ramps in ground, finishes;;;tk.tra;Trapper og ramper;Stairs;
2;SfB40.7;Arealer for beplantning;;;;;;;
1;SfB41;Udvendige vægoverflader;Applied wall finishes, exterior;;;;;;
2;SfB41.1;Kælderydervægge, udv. overflader;;;;bk.ovf;Overflade;;
2;SfB41.2;Kælderydervægge, kompl. , overflader;;;;bk.ovf;Overflade;;
2;SfB41.3;Ydervægge, udvendige overflader;Exterior walls, exterior surfaces;;;bk.ovf;Overflade;;
2;SfB41.4;Ydervægge, komplett. dele, overflader;;;;bk.ovf;Overflade;;
1;SfB42;Indvendige vægoverflader;Applied wall finishes, interior;;;;;;
2;SfB42.1;Indvendige vægoverflader;Applied wall finishes, interior;;;bk.ovf;Overflade;;
2;SfB42.2;Indervægge, komplet. dele, overflader;;;;bk.ovf;Overflade;;
1;SfB43;Dæk og gulve, overflader;Applied floor finishes;;;;;;
2;SfB43.1;Terrændæk, overflader;Ground slabs, surfaces;;;bk.dæk;Dækkonstruktion;;
2;SfB43.2;Etagedæk, overflader;Slabs, surfaces;;;bk.dæk;Dækkonstruktion;;
1;SfB44;Trapper og ramper, overflader;Applied stair finishes;;;;;;
2;SfB44.1;Kældertrapper og -ramper, udv. overfl.;;;;bk.ovf;Overflade;;
2;SfB44.2;Trapper, udvendige overflader;;;;bk.ovf;Overflade;;
2;SfB44.3;Trapper, indvendige overflader;;;;bk.ovf;Overflade;;
2;SfB44.4;Ramper, udvendige overflader;;;;bk.ovf;Overflade;;
2;SfB44.5;Ramper, indvendige overflader;;;;bk.ovf;Overflade;;
1;SfB45;Lofter, overflader;Applied ceiling finishes;;;bk.lof;Loft;;
1;SfB46;Altaner, overflader;Applied balcony finishes;;;;;;
2;SfB46.1;Altaner, overflader;Applied balcony finishes;;;bk.alt;Altan;;
2;SfB46.2;Altangange, overflader;;;;bk.alg;Altangang;;
1;SfB47;Tage, overflader;Applied roof finishes;;;;;;
2;SfB47.1;Tage, overflader;Applied roof finishes;;;bk.tad;Tagdækning;;
2;SfB47.2;Baldakiner og overdækninger, overflader;;;;bk.tad;Tagdækning;;
1;SfB48;Øvrige overflader, bygning;;;;;;;
0;SfB5;VVS-ANLÆG;Services (mainly piped, ducted);;;;;;
1;SfB50;VVS, terræn;;;;;;;
2;SfB50.1;Afløb, stikledninger og overfl. afvanding;;;;tt.afl.led;Afløb, ledning;;
2;SfB50.2;Drænledninger;Drain pipes;;;tt.afl.dræ;Afløb, drænledning;;
2;SfB50.3;Vand, stikledn., brandh., vandposte;;;;tt.van.led;Vand, ledning;;
2;SfB50.4;Gas, stikledninger;;;;tt.gas.sti;Gas, stikledning;;
2;SfB50.5;Fjernvarme, stikledninger;District heating pipes;;;tt.var.sti;Varme, stikledning;;
2;SfB50.6;Tanke for olie og gas;Tanks for oil and gas;;;tt.gas.tan;Tanke, gas;;
2;SfB50.7;Automatik;;;;tt.aut.sam;Automationssystem;;
2;SfB50.8;Beholdere og containere til affald;;;;ti.aff;Affaldscontainer, -beholder;;
1;SfB51;Affald i bygning;;;;;;;
2;SfB51.1;Beholdere dagrenovation;;;;bi.aff;Affaldscontainer, -beholder;;
2;SfB51.2;Skraldsugeanlæg;;;;bt.aff.sam;Affaldssystem;;
2;SfB51.3;Beholdere og containere, køkkenaffald;;;;bi.aff;Affaldscontainer, -beholder;;
2;SfB51.4;Beholdere og containere, øvrige;;;;bi.aff;Affaldscontainer, -beholder;;
1;SfB52;Afløb og sanitet;Drainage systems;;;;;;
2;SfB52.1;Afløb under bygning (til brønd eller ledn.);;;;tt.afl.sam;Afløbssystem;;
2;SfB52.2;Dræn under bygning (omfangsdræn);Drain below building (perimeter drain);;;tt.afl.dræ;Drænledning;;
2;SfB52.3;Faldstammer, afløbsskåle;Soil vent pipes, pans;;;bt.afl.ops;Afløb, opsamling;;
2;SfB52.4;Tagafvanding (tagrender, nedløb m.m.);;;;bt.afl.ops;Afløb, opsamling  (tagrender);;
2;SfB52.5;Forbrugsanlæg (sanitet og armaturer);;;;bt.afl.ops;Afløb, opsamling (sanitet);;
2;SfB52.6;Automatik;;;;bt.afl.sam;Afløbssystem (samlet);;
1;SfB53;Vand (koldt, varmt, behandlet vand);;;;bt.van.sam;Vandsystem (samlet);;
2;SfB53.1;Forsyningsanlæg (måler, beholdere m.m.);;;;bt.van.mål;Målerarrangement;;
2;SfB53.2;Distributionsanlæg (rør, diverse ventiler);;;;bt.van.rør;Røranlæg;;
2;SfB53.3;Forbrugsanlæg (div. aftapningsventiler);;;;bt.van.for;Forbrugsanlæg;;
2;SfB53.4;Korrosionsbeskyttelse;;;;bt.van.sam;Vandsystem;;
2;SfB53.5;Automatik;;;;bt.aut.sam;Automationssystem (samlet);;
1;SfB54;Luftarter;Gases supply systems;;;bt.gas.sam;Gas og luft;;
2;SfB54.1;Forsyningsanlæg (kompressorer, beholdere, målere, pneumatisk styring m.m.);;;;bt.gas.sam;Gas og luft;;
2;SfB54.2;Distributionsanlæg (rør, ventiler m.v.);;;;bt.gas.sam;Gas og luft;;
2;SfB54.3;Forbr. anlæg (armaturer, gasradiatorer);;;;bt.gas.sam;Gas og luft;;
2;SfB54.4;Automatik;;;;bt.gas.sam;Gas og luft;;
1;SfB55;Køling;Cooling systems;;;bt.køl.sam;Køleanlæg (samlet);;
2;SfB55.1;Forsyningsanlæg (aggregater m.m.);Supply systems (units, etc.);;;bt.køl.pro;Køleproduktionsanlæg;;
2;SfB55.2;Distributionsanlæg (rør, ventiler m.m.);Distribution systems (ducts, vents, etc.);;;bt.køl.rør;Røranlæg;;
2;SfB55.3;Forbrugsanlæg (fordampere, køleflader, regulering, automatik m.m.);Utilisation systems (evaporators, cooling surfaces, controls, automatics, etc.);;;bt.køl.for;Forbrugsanlæg;;
2;SfB55.4;El-installationer og automatik;;;;bt.køl.sam;Køleanlæg;;
1;SfB56;Varme;Heating systems;;;bt.var.sam;Varmeanlæg (samlet);;
2;SfB56.1;Forsyningsanlæg (kedler, varmevekslere, målere m.m.);Supply systems (boilers, heaters, thermostats, etc.);;;bt.var.pro;Varmeproduktionsanlæg;;
2;SfB56.2;Distributionsanlæg (rør, ventiler m.m.);Distribution systems (ducts, vents, etc.);;;bt.var.rør;Røranlæg;;
2;SfB56.3;Forbrugsanlæg (varmeflader, varmeventilatorer, lokal automatik og regulering m.m.);Utilisation systems (radiators, convectors, local automatics and controls, etc.);;;bt.var.for;Varme, forbrugsanlæg;;
2;SfB56.4;Automatik;;;;bt.var.pro;Varmeproduktionsanlæg;;
1;SfB57;Ventilation;;;;bt.ven.sam;Ventilationsanlæg (samlet);;
2;SfB57.1;Forsyningsanlæg (ventilationscentraler m.m.);Supply systems (air handling equipment, etc.);;;bt.ven.agg;Aggregat;;
2;SfB57.2;Distributionsanlæg (rør, reguleringer m.m.);;;;bt.ven.kan;Kanal;;
2;SfB57.3;Forbrugsanlæg (armaturer, emhætter, aftrækshætter m.m.);Utilisation systems (fixtures, cooker hoods, vent fans, etc.);;;bt.ven.iar;Indblæsningsarmatur;;
2;SfB57.4;Automatik;;;;bt.ven.agg;Aggregat;;
1;SfB58;Øvrige VVS-anlæg, bygning;;;;;;;
2;SfB58.1;Sprinkleranlæg;Sprinkler systems;;;bt.van.for;Vand, Forbrugsanlæg;;
2;SfB58.2;Vandrensningsanlæg;Water treatment systems;;;bt.van.beh;Vandbehandlingsanlæg;;
2;SfB58.3;Specialanlæg for væsker;Special treatment systems for liquids;;;;;;
2;SfB58.4;Automatik;;;;bt.aut.sam;Automationssystem;;
0;SfB6;EL- OG MEKANISKE ANLÆG;Services (mainly electrical);;;;;;
1;SfB60;El- og mekaniske anlæg, terræn;Site services, electrical and mechanical;;;tt.elf.sam;Elforsyningsanlæg (samlet);;
2;SfB60.1;Stikledninger uden for bygningen;;;;tt.elf.sti;Elforsyning, stikledning;;
2;SfB60.2;Vej- og pladsbelysningsanlæg;Road and outdoor lighting;;;tt.bly.sam;Vej- og pladsbelysningsanlæg;Road and outdoor lighting;
2;SfB60.3;Transformerstation, inkl. tavleanlæg;;;;tt.elf.tra;Transformerstation;;
1;SfB62;Højspænding;;;;;;;
2;SfB62.1;Forsyning;Electrical supply systems;;;bt.elf.sam;Elforsyningsanlæg;;
2;SfB62.2;Hovedfordeling;Primary distribution systems;;;bt.elf.sam;Elforsyningsanlæg;;
2;SfB62.3;Install. for maskiner og maskinanlæg;;;;bt.elf.sam;Elforsyningsanlæg;;
2;SfB62.4;El-tekniske anlæg;Electrical installations;;;bt.var.sam;Varmeanlæg (samlet);;
2;SfB62.5;Øvrige højspændingsanlæg;;;;bt.elf.sam;Elforsyningsanlæg (samlet);;
1;SfB63;Lavspænding;;;;bt.elf.sam;Elforsyningsanlæg (samlet);;
2;SfB63.1;Forsyning;Electrical supply systems;;;bt.elf.sam;Elforsyningsanlæg (samlet);;
2;SfB63.2;Hovedfordeling;Primary distribution systems;;;bt.elf.sam;Elforsyningsanlæg (samlet);;
2;SfB63.3;Install. for maskiner og maskinanlæg;;;;bt.elf.sam;Elforsyningsanlæg (samlet);;
2;SfB63.4;El-tekniske anlæg;Electrical installations;;;bt.var.sam;Varmeanlæg (samlet);;
2;SfB63.5;Belysningsanlæg;Lighting systems;;;bt.bly.sam;Belysningsanlæg (samlet);;
2;SfB63.6;El-varme;Electric heating systems;;;bi.elr;El-radiatorer og apparater;;
2;SfB63.7;El-apparater;Electrical appliances;;;bi.elr;El-radiatorer og apparater;;
1;SfB64;Elektronik og svagstrøm;Information and communication technology;;;;;;
2;SfB64.1;Kommunikationsanlæg;Communication systems;;;bt.kom,sam;Kommunikationsanlæg (samlet);;
2;SfB64.2;Dataanlæg;Telephone, radio, tv and computer systems;;;bt.kom.sam;Kommunikationsanlæg (samlet);;
2;SfB64.3;Informationsanlæg;Information and management systems;;;bt.kom.sam;Kommunikationsanlæg (samlet);;
2;SfB64.4;Sikringsanlæg;Security and fire detection systems;;;bt.adg.sam;Adgangssystem(samlet);;
2;SfB64.5;Bygningsautomationsanlæg;;;;bt.aut.sam;Automationssystem (samlet);;
1;SfB66;Transportanlæg;Transport systems;;;bt.tra.sam;Transportsystem (samlet);;
2;SfB66.1;Elevatorer;Lifts;;;bt.tra.sam;Transportsystem (samlet);;
2;SfB66.2;Rullende trapper og fortove;;;;bt.tra.sam;Transportsystem (samlet);;
2;SfB66.3;Transportbånd;Conveyor belts;;;bt.tra.sam;Transportsystem (samlet);;
2;SfB66.4;Rørpostanlæg;;;;bt.tra.sam;Transportsystem (samlet);;
2;SfB66.5;Kraner;;;;bt.tra.sam;Transportsystem (samlet);;
2;SfB66.6;Vinduesvaskervogne;;;;bt.tra.sam;Transportsystem (samlet);;
1;SfB67;Mekaniske anlæg, øvrige;Other mechanical services;;;;;;
1;SfB68;El-anlæg, bygning, øvrige;;;;;;;
0;SfB7;INVENTAR;;;;;;;
1;SfB70;Inventar, terræn;Site fittings;;;ti;Inventar, terræn;Site fittings;
2;SfB70.1;Tekniske inventarenheder, P-automater m.v.;;;;ti.tei;Teknisk inventar, P-automater m.v.;;
2;SfB70.2;Tavler, skilte, skærme;;;;ti.tav;Tavler, skilte, skærme, riste, postkasser og cykelstativer;;
2;SfB70.3;Opbev., affalds- og cykelstativer, postkasser;;;;ti.aff;Affaldscontainer, -beholder og -stativ;;
2;SfB70.4;Bordmøbler;Furniture for eating or working;;;ti.bor;Borde og bænke;;
2;SfB70.5;Siddemøbler;Furniture for sitting;;;ti.bor;Borde og bænke;;
1;SfB71;Tekniske inventarenheder;;;;bi;Inventar;;
2;SfB71.1;Automater for mad, drikke, sæbe m.m.;;;;bi.atm;Automater for mad og drikke;;
2;SfB71.2;Løse lamper;Movable lamps;;;bi.lam;Lamper, løse;;
2;SfB71.3;Brandslukningsudstyr;Fire fighting equipment;;;bi.bra;Brandslukker;;
2;SfB71.4;Hårde hvidevarer;;;;bi.hvi;Hårde hvidevarer;;
1;SfB72;Tavler, skilte og skærme;Panels, signs and displays;;;;;;
2;SfB72.1;Skilte;Signs;;;bi.ski;Skilte;Signs;
2;SfB72.2;Spejle;Mirrors;;;bi.bad;Badeværelse inventar;;
2;SfB72.3;AV-udrustning, tavle, projektorskærme;;;;bi.avu;AV-udstyr;;
1;SfB73;Opbevaringsmøbler;Storage furniture;;;bi.møb;Møbler;;
2;SfB73.1;Hylder;Shelves;;;bi.møb;Møbler;;
2;SfB73.2;Skabe og skuffemøbler;Cupboards and drawers;;;bi.møb;Møbler;;
2;SfB73.3;Køkkeninventar;;;;bi.køk;Køkkeninventar;;
2;SfB73.4;Badeværelsesinventar;;;;bi.bad;Badeværelse inventar;;
1;SfB74;Bordmøbler;Furniture for eating or working;;;bi.møb;Møbler;;
2;SfB74.1;Bordplader;Table tops, counter tops;;;bi.møb;Møbler;;
2;SfB74.2;Arbejdsborde;Desktops, workbenches;;;bi.møb;Møbler;;
2;SfB74.3;Borde til ophold og hvile;Tables for rest and relaxation;;;bi.møb;Møbler;;
1;SfB75;Siddemøbler;Furniture for sitting;;;bi.møb;Møbler;;
2;SfB75.1;Stole, bænke m.m. til arbejdsbrug;;;;bi.møb;Møbler;;
2;SfB75.2;Stole, bænke, sofaer m.m. til ophold og hvile;Chairs, benches, couches, etc., for rest and relaxation;;;bi.møb;Møbler;;
1;SfB76;Liggemøbler;Furniture for sleeping;;;bi.møb;Møbler;;
2;SfB76.1;Sengemøbler til alm. boliger;Bed furniture for regular residential;;;bi.møb;Møbler;;
2;SfB76.2;Sengemøbler til institutioner m.m.;Bed furniture for institutions, etc.;;;bi.møb;Møbler;;
1;SfB77;Boligtekstiler og afskærmning;Textiles and shading;;;bi.tet;Tekstil;;
2;SfB77.1;Gardiner og forhæng;Curtains;;;bi.tet;Tekstil;;
2;SfB77.2;Gulvtæpper og måtter;Carpets and mats;;;bi.tet;Tekstil;;
2;SfB77.3;Persienner;Blinds;;;bi.tet;Tekstil;;
2;SfB77.4;Skærmvægge;Screens, partition walls;;;bi.skæ;Skærmvæg;;
1;SfB78;Øvrigt inventar, bygning;;;;;;;
0;SfB8;ØVRIGE BYGNINGSDELE;;;;;;;
1;SfB80;Beplantning, terræn;;;;tb;Terræn beplantning;;
2;SfB80.1;Græsplæner;;;;tb.græ;Græs;;
2;SfB80.2;Blomsterbede;;;;tb.løg;Løgplanter;;
2;SfB80.3;Hække;;;;tb.hæk;Hække;;
2;SfB80.4;Lave bevoksninger;;;;tb.bus;Buske;;
2;SfB80.5;Træbevoksninger;;;;tb.træ;Træer;;
